norm,self_loop,sw,steps,gamma,size_norm,acc,nmi,ari,f1
sym,True,0.25,20,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,20,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,20,0.8,False,0.6170478170478171,0.6010307824431875,0.4510735549359778,0.5393520594350623
sym,True,0.25,20,0.8,True,0.6153846153846154,0.6004837687418397,0.44896640429580703,0.5390051768351495
sym,True,0.25,20,1.0,False,0.6166320166320166,0.5793814602842585,0.43813379869843005,0.501638950528716
sym,True,0.25,20,1.0,True,0.6133056133056133,0.5748257803674053,0.43517245029479895,0.49960614821222055
sym,True,0.25,20,1.2,False,0.5654885654885655,0.48859680404965883,0.33836294314619747,0.4368018707442058
sym,True,0.25,20,1.2,True,0.5621621621621622,0.47490149488164374,0.3396132845150323,0.4266570886952744
sym,True,0.25,20,1.5,False,0.5068607068607068,0.4376610035155295,0.2661324147340345,0.3837705700781099
sym,True,0.25,20,1.5,True,0.49272349272349275,0.41570125706247424,0.2625421798321425,0.36569080228394774
sym,True,0.25,20,2.0,False,0.508939708939709,0.42776637426580644,0.2572031393445796,0.3676819200435197
sym,True,0.25,20,2.0,True,0.48191268191268194,0.40659064769770015,0.2520348846203211,0.379173084361557
sym,True,0.25,24,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,24,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,24,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,24,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,24,0.8,False,0.6170478170478171,0.6005147229588749,0.45090605036774795,0.539293539109182
sym,True,0.25,24,0.8,True,0.6153846153846154,0.6004837687418397,0.44896640429580703,0.5390051768351495
sym,True,0.25,24,1.0,False,0.6158004158004158,0.5773879833538749,0.4372602139988303,0.4989496384979467
sym,True,0.25,24,1.0,True,0.6133056133056133,0.5718954478077247,0.4321418561967942,0.49826431954524086
sym,True,0.25,24,1.2,False,0.5330561330561331,0.4597187436694989,0.29336349336253903,0.4020748140801652
sym,True,0.25,24,1.2,True,0.5322245322245323,0.44568874077565834,0.29478529286302013,0.39807155482849516
sym,True,0.25,24,1.5,False,0.5197505197505198,0.42220717237935373,0.25456469360157385,0.3674068942038437
